Id	StctNo	TakenDate	InitType	HSISType	ChildType	ParentType	StctAdjoin	Location	StairIndp	Council1	Council2	ExitCnt	FacilityProvision	Status	InRegion	InvgORPorUAP	InvgStatusORPorUAP	InvgRemarksORPorUAP	InvgAgreeNo	DCInAgreeNo	ConnectAdjoin	BSNote1	BSNote2	BSNote3	BSInChecked	FollowupRegion	WidthNotAcpt	ToNonBFAPath	WideEnough	Gradlt10	WithSteps	StepsForBFA	AlterMeans	AlterDetail	AlterDist	Remarks	AtMainForBFA	ExitAToBuild	AtExitForA	ReasonAwNoBFA	DescAwBFA	AlterMeansAwBFA	AlterDetailAwBFA	AlterDistA	RemarksA	ExitAwBFA	ExitBToBuild	AtExitForB	ReasonBwNoBFA	DescBwBFA	AlterMeansBwBFA	AlterDetailBwBFA	AlterDistB	RemarksB	ExitBwBFA	ExitCToBuild	AtExitForC	ReasonCwNoBFA	DescCwBFA	AlterMeansCwBFA	AlterDetailCwBFA	AlterDistC	RemarksC	ExitCwBFA	ExitDToBuild	AtExitForD	ReasonDwNoBFA	DescDwBFA	AlterMeansDwBFA	AlterDetailDwBFA	AlterDistD	RemarksD	ExitDwBFA	ExitEToBuild	AtExitForE	ReasonEwNoBFA	DescEwBFA	AlterMeansEwBFA	AlterDetailEwBFA	AlterDistE	RemarksE	ExitEwBFA	ExitFToBuild	AtExitForF	ReasonFwNoBFA	DescFwBFA	AlterMeansFwBFA	AlterDetailFwBFA	AlterDistF	RemarksF	ExitFwBFA	ExitGToBuild	AtExitForG	ReasonGwNoBFA	DescGwBFA	AlterMeansGwBFA	AlterDetailGwBFA	AlterDistG	RemarksG	ExitGwBFA	ExitHToBuild	AtExitForH	ReasonHwNoBFA	DescHwBFA	AlterMeansHwBFA	AlterDetailHwBFA	AlterDistH	RemarksH	ExitHwBFA	ExitJToBuild	AtExitForJ	ReasonJwNoBFA	DescJwBFA	AlterMeansJwBFA	AlterDetailJwBFA	AlterDistJ	RemarksJ	ExitJwBFA	ExitKToBuild	AtExitForK	ReasonKwNoBFA	DescKwBFA	AlterMeansKwBFA	AlterDetailKwBFA	AlterDistK	RemarksK	ExitKwBFA	DraftedBy	DraftedByPost	DraftedAt	EndorsedBy	EndorsedByPost	EndorsedAt	AuditedBy	AuditedByPost	AuditedAt
1403	NF375	2003-10-31 00:00:00.000	Parent	Footbridge	NF375A	NULL	NULL	across Tin Fuk Road connected to Tin Shui Wai WR Station	No	Yuen Long	NULL	3	No	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	Exits D and E belong to a child structure, NF375A.  According to the maintenance responsibility matrix, HyD is responsible for the maintenance of the 'skin' of NF375A only.  As the provision of BFA at Exits D and E involve structural modification and hence outside the ambit of HyD, Exits D and E are not included in our BFA database.	NULL	NULL	NULL	NULL	No	No	Yes	Yes / N.A.	No	NULL	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Lift	NULL	NULL	NULL	NULL	Yes	No	No	Staircase only	NULL	No	NULL	NULL	NULL	No	Yes	Yes	NULL	Exit footway adjoining main walkway without level difference	NULL	NULL	NULL	NULL	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Man Ip CHAN	NULL	2017-04-19 00:00:00.000	Yau Keung CHEUNG	NULL	2017-04-19 00:00:00.000	NULL	NULL	NULL
1404	NF375A	2004-04-14 00:00:00.000	Child	Footbridge	NULL	NF375A	NULL	NULL	NULL	NULL	NULL	0	NULL	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hing Lung CHAU	MWSII/STR(NW2)A	2017-02-25 00:00:00.000	Yau Keung CHEUNG	NULL	2017-04-19 00:00:00.000	NULL	NULL	NULL
1405	NF376	2003-10-31 00:00:00.000	Parent	Footbridge	NF376A&NF376B	NULL	NULL	Across Ping Ha Raod near Tin Shui Wai WR Station	No	Yuen Long	NULL	3	Yes	Endorsed	NT	Yes	Retrofitting works completed	Reported as completed in LC Paper No. CB(4)139/20-21(04)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	No	No	Yes	Yes / N.A.	No	NULL	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Lift and standard ramp (width >=2m & gradient <=10%)	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Lift and standard ramp (width >=2m & gradient <=10%)	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Exit footway adjoining main walkway without level difference	NULL	NULL	NULL	NULL	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hing Lung CHAU	MWSII/STR(NW2)A	2021-05-18 00:00:00.000	Yau Keung CHEUNG	NULL	2021-07-06 00:00:00.000	NULL	NULL	NULL
1406	NF376A	2020-10-09 00:00:00.000	Child	Footbridge	NULL	NF376	NULL	NULL	NULL	NULL	NULL	0	NULL	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hing Lung CHAU	MWSII/STR(NW2)A	2021-05-17 00:00:00.000	Yau Keung CHEUNG	NULL	2021-07-06 00:00:00.000	NULL	NULL	NULL
1407	NF376B	2020-10-09 00:00:00.000	Child	Footbridge	NULL	NF376	NULL	NULL	NULL	NULL	NULL	0	NULL	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hing Lung CHAU	MWSII/STR(NW2)A	2021-05-17 00:00:00.000	Yau Keung CHEUNG	NULL	2021-07-06 00:00:00.000	NULL	NULL	NULL
1408	NF377	2003-09-23 00:00:00.000	Parent	Footbridge	NULL	NULL	NULL	across nullah connected to Chun Shin Road on west of NF378 	No	Yuen Long	NULL	2	Yes	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	No	No	Yes	Yes / N.A.	No	NULL	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Exit footway adjoining main walkway without level difference	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Exit footway adjoining main walkway without level difference	NULL	NULL	NULL	NULL	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Kai Chun CHU	MWSII/STR(NW1)	2016-10-11 00:00:00.000	Yau Keung CHEUNG	NULL	2016-10-27 00:00:00.000	NULL	NULL	NULL
1409	NF378	2003-09-23 00:00:00.000	Parent	Footbridge	NULL	NULL	NULL	across nullah connected to Chun Shin Road opposite to Sewage Treatment Works 	No	Yuen Long	NULL	2	Yes	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	No	No	Yes	Yes / N.A.	No	NULL	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Exit footway adjoining main walkway without level difference	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Exit footway adjoining main walkway without level difference	NULL	NULL	NULL	NULL	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Kai Chun CHU	MWSII/STR(NW1)	2016-10-11 00:00:00.000	Yau Keung CHEUNG	NULL	2016-10-27 00:00:00.000	NULL	NULL	NULL
1410	NF379	2003-09-23 00:00:00.000	Parent	Footbridge	NULL	NULL	NULL	across nullah connected to Chun Shin Road on east of NF378 	No	Yuen Long	NULL	2	Yes	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	No	No	Yes	Yes / N.A.	No	NULL	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Exit footway adjoining main walkway without level difference	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Exit footway adjoining main walkway without level difference	NULL	NULL	NULL	NULL	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Kai Chun CHU	MWSII/STR(NW1)	2016-10-11 00:00:00.000	Yau Keung CHEUNG	NULL	2016-10-27 00:00:00.000	NULL	NULL	NULL
1411	NF380	2003-09-23 00:00:00.000	Parent	Footbridge	NULL	NULL	NULL	across nullah near the end of Chun Shin Road 	No	Yuen Long	NULL	2	Yes	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	No	No	Yes	Yes / N.A.	No	NULL	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Standard ramp (width >=2m & gradient <=10%)	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Exit footway adjoining main walkway without level difference	NULL	NULL	NULL	NULL	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Kai Chun CHU	MWSII/STR(NW1)	2016-10-11 00:00:00.000	Yau Keung CHEUNG	NULL	2016-10-27 00:00:00.000	NULL	NULL	NULL
1412	NF381A	2004-06-02 00:00:00.000	Parent	Footbridge	NF381B	NULL	NULL	staircase betweet Long Ping WR station and existing footbridge NF381 	No	Yuen Long	NULL	3	Yes (with alternative BFA means)	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	No	No	Yes	Yes / N.A.	No	NULL	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Exit solely connecting to building NOT opened 24 hours a day, with BFA provided while the exit is opened	NULL	NULL	NULL	NULL	Yes	No	No	Only staircase is provided	NULL	Yes	Alternative BFA route (extra distance less than 200m)	155	NULL	Yes (with alternative BFA means)	No	Yes	NULL	Lift	NULL	NULL	NULL	NULL	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Kai Chun CHU	MWSI/STR(NW1)	2019-01-15 00:00:00.000	Yat Hang LAM	NULL	2019-01-15 00:00:00.000	NULL	NULL	NULL
1413	NF381B	2018-01-01 00:00:00.000	Child	Footbridge	NULL	NF381A	NULL	NULL	NULL	NULL	NULL	0	NULL	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Kai Chun CHU	MWSI/STR(NW1)	2019-01-15 00:00:00.000	Yat Hang LAM	NULL	2019-01-15 00:00:00.000	NULL	NULL	NULL
1414	NF382	2003-10-14 00:00:00.000	Parent	Footbridge	NULL	NULL	NULL	Footbridge over Nullah near Yuen Long Tai Cheung Street 	No	Yuen Long	NULL	2	Yes	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	No	No	Yes	Yes / N.A.	No	NULL	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Standard ramp (width >=2m & gradient <=10%)	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Standard ramp (width >=2m & gradient <=10%)	NULL	NULL	NULL	NULL	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Kai Chun CHU	MWSII/STR(NW1)	2016-10-11 00:00:00.000	Yau Keung CHEUNG	NULL	2016-10-27 00:00:00.000	NULL	NULL	NULL
1415	NF383	2003-10-20 00:00:00.000	Parent	Footbridge	NULL	NULL	NULL	Footbridge across Wetland Park Road	No	Yuen Long	NULL	3	Yes (with alternative BFA means)	Endorsed	NT	Yes	Others (see remarks)	NULL	CE 52/2018 (HY) Package 5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	No	No	Yes	Yes / N.A.	No	NULL	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Exit footway adjoining main walkway without level difference	NULL	NULL	NULL	NULL	Yes	No	No	Staircase	NULL	Yes	Alternative BFA route (extra distance less than 200m)	110m	Alternative route through Exit A	Yes (with alternative BFA means)	No	Yes	NULL	Exit footway adjoining main walkway without level difference	NULL	NULL	NULL	NULL	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Man Ip CHAN	NULL	2016-12-15 00:00:00.000	Yau Keung CHEUNG	NULL	2016-12-27 00:00:00.000	NULL	NULL	NULL
1416	NF385	2003-11-26 00:00:00.000	Parent	Footbridge	NF385A	NULL	NULL	across Tuen Mun Heung Sze Wui Road connected to NCW84 and Kai Man Path near Luk Yuen Street	No	Tuen Mun	NULL	2	Yes	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	No	No	Yes	Yes / N.A.	No	NULL	NULL	NULL	NULL	NULL	Yes	Yes	Yes	NULL	Exit footway adjoining main walkway without level difference	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Lift	NULL	NULL	NULL	NULL	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Wing Cheong HO	MIOW/STR(NW2)	2017-04-28 00:00:00.000	Yau Keung CHEUNG	NULL	2017-05-05 00:00:00.000	NULL	NULL	NULL
1417	NF385A	2013-11-12 00:00:00.000	Child	Footbridge	NULL	NF385	NULL	NULL	NULL	NULL	NULL	0	NULL	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Wing Cheong HO	MIOW/STR(NW2)	2017-04-28 00:00:00.000	Yau Keung CHEUNG	NULL	2017-05-05 00:00:00.000	NULL	NULL	NULL
1418	NF386	2005-12-14 00:00:00.000	Parent	Footbridge	NULL	NULL	NULL	across Shing Mun River near Man Lai Court, Shatin	No	Sha Tin	NULL	2	Yes	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	No	No	Yes	Yes / N.A.	No	NULL	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Exit footway adjoining main walkway without level difference	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Exit footway adjoining main walkway without level difference	NULL	NULL	NULL	NULL	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Lap Biu TSO	MAIOW/SSP2	2016-08-19 00:00:00.000	Shuk Man WONG	NULL	2016-11-02 00:00:00.000	NULL	NULL	NULL
1419	NF387	2007-05-30 00:00:00.000	Parent	Footbridge	NULL	NULL	NULL	across Castle Peak Road - Ting Kau near Airport Core Programme Exhibition Centre, Ting Kau	No	Tsuen Wan	NULL	2	Yes	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	No	No	Yes	Yes / N.A.	No	NULL	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Standard ramp (width >=2m & gradient <=10%)	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Standard ramp (width >=2m & gradient <=10%)	NULL	NULL	NULL	NULL	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Kin Wang LAI	MWSI/W1	2016-11-07 00:00:00.000	Chi Kwong LIU	NULL	2016-11-25 00:00:00.000	NULL	NULL	NULL
1420	NF388	2007-05-30 00:00:00.000	Parent	Footbridge	NULL	NULL	NULL	across Castle Peak Road - Ting Kau near Lido Beach, Ting Kau	No	Tsuen Wan	NULL	2	Yes	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	No	No	Yes	Yes / N.A.	No	NULL	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Standard ramp (width >=2m & gradient <=10%)	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Standard ramp (width >=2m & gradient <=10%)	NULL	NULL	NULL	NULL	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Shu Kuen CHEUNG	MWSI/STR(SW)	2016-11-07 00:00:00.000	Chi Kwong LIU	NULL	2016-11-25 00:00:00.000	NULL	NULL	NULL
1421	NF389	2007-05-30 00:00:00.000	Parent	Footbridge	NULL	NULL	NULL	across Castle Peak Road - Ting Kau near Ting Kau Village, Ting Kau	No	Tsuen Wan	NULL	2	Yes	Endorsed	NT	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	No	No	Yes	Yes / N.A.	No	NULL	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Lift	NULL	NULL	NULL	NULL	Yes	No	Yes	NULL	Lift	NULL	NULL	NULL	NULL	Yes	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Kin Wang LAI	MWSI/W1	2016-10-11 00:00:00.000	Chi Kwong LIU	NULL	2016-10-31 00:00:00.000	NULL	NULL	NULL
